true_label,pred_label,passage,question,model_reason
True,True,"The Republic of Korea (commonly known as South Korea) and the Democratic People's Republic of Korea (commonly known as North Korea) were simultaneously admitted to the United Nations (UN) in 1991. On 8 August 1991, the UN Security Council passed United Nations Security Council Resolution 702, recommending both states to the UN General Assembly for membership. On 17 September 1991, the General Assembly admitted both countries under Resolution 46/1.",is north korea a member if the un,The facts state that the Democratic People's Republic of Korea (North Korea) was admitted to the United Nations in 1991.
True,True,"In nuclear physics, nuclear fusion is a reaction in which two or more atomic nuclei come close enough to form one or more different atomic nuclei and subatomic particles (neutrons or protons). The difference in mass between the reactants and products is manifested as the release of large amounts of energy. This difference in mass arises due to the difference in atomic ``binding energy'' between the atomic nuclei before and after the reaction. Fusion is the process that powers active or ``main sequence'' stars, or other high magnitude stars.",the energy from nuclear fusion is produced by the conversion of mass to energy,"The claim states that energy from nuclear fusion is produced by the conversion of mass to energy, which is supported by the fact that there is a mass difference between reactants and products, and this mass difference manifests as a release of energy."
True,True,"The waterway allows passage from the Atlantic Ocean to the inland port of Duluth on Lake Superior, a distance of 2,340 miles (3,770 km) and to Chicago, on Lake Michigan, at 2,250 miles (3,620 km).",can you access the ocean from the great lakes,"The facts indicate that there is a waterway that allows passage to the Atlantic Ocean from the Great Lakes, which confirms that you can access the ocean from the Great Lakes."
True,True,"In season 6, Stefan moves away from Mystic Falls because of Damon's death and finds a new girlfriend called Ivy. However, Enzo and Caroline, find him and Caroline tells Stefan that he's a coward and the worst friend ever. She starts crying so Enzo goes and kills Ivy. Stefan vows revenge. He comes back to Whitmore, and uses Elena's help to find Enzo leaving him to be killed by a vampire hunter. However, Enzo survives. Ivy returns as a vampire and it is revealed that Enzo had fed her vampire blood against her will before killing her. Damon, then returns to Mystic Falls and meets Stefan first which brings Stefan back to his friends. To make things worse, Enzo tells the other vampire hunter about Ivy and all the other vampires and the vampire hunter kills Ivy but is killed by Damon before the vampire hunter would kill anyone else. Enzo, figures out that Stefan's niece, Sarah is alive and that Damon had thought that he had killed Sarah before she was born but Sarah was born before her mother died however, Stefan kept this from Damon and Enzo uses this against Stefan. Meanwhile, the vampires have another threat, a psycho killer, Kai. Added on top of that, Sheriff Liz Forbes (Caroline's mother) is diagnosed with cancer. Stefan supports Caroline through this in which they bond even more and share a passionate kiss however just then Liz dies. At the funeral, Stefan realises that he has fallen in love with Caroline but before he can confess, Caroline switches off her humanity switch after the funeral. Stefan and Elena try to bring Caroline back but it fails and Caroline vows revenge for them not giving her the year she wanted without any feelings. She kidnaps Stefan and Damon's niece, Sarah Salvatore, and blackmails Stefan to turn off his humanity to save her. At the end of the episode 'The Downward Spiral', he does and joins Caroline. Stefan decides to ruin Caroline's life because she has done the same to him. He wants her to lose control and become a Ripper. He eventually is able to and they sleep together for the first time. When Lily, Stefan and Damon's mother, is rescued from the 1903 prison world and turns out to be a vampire, she manages to turn on Stefan's humanity again. However, it later is revealed that Lily lied to get him back and doesn't love her sons any more and only wants her travelling companions back. Stefan then pretends to still have his emotions off to get Caroline back and somehow succeeds, but Caroline tries to avoid him as she feels guilty for everything she had done. Stefan then also tries to talk Damon out of being a human again only to be with Elena but Damon decides to take the cure.",does stefan turn his humanity off in season 6,"The facts indicate that Stefan turns off his humanity in response to the actions of the unknown kidnapper, which aligns with the claim."
True,True,"In California, Tennessee, Vermont, Virginia, Washington, and Wyoming an applicant who has not attended law school may take the bar exam after study under a judge or practicing attorney for an extended period of time. This method is known as ``reading law'' or ``reading the law''.",can you practice law without a law degree,"The facts indicate that certain states allow individuals to take the Bar Exam without a law degree, provided they study under a judge or practicing attorney, which is known as 'Reading Law.' Therefore, it is possible to practice law without a law degree in those states."
False,False,"The film stars Daniel Radcliffe as Harry Potter, alongside Rupert Grint and Emma Watson as Harry's best friends Ron Weasley and Hermione Granger. It is the sequel to Harry Potter and the Order of the Phoenix and is followed by Harry Potter and the Deathly Hallows -- Part 1. Filming began on 24 September 2007, leading to the film's worldwide cinematic release on 15 July 2009, one day short of the fourth anniversary of the corresponding novel's release. The film was simultaneously released in regular cinemas and IMAX 3D everywhere except North America, where its IMAX release was delayed for two weeks.",is the half blood prince in 2 parts,"The claim that 'the half blood prince is in 2 parts' is false because the provided facts do not mention any division of the film into two parts. The only reference to parts is about 'HarryPotterAndTheDeathlyHallowsPart1', which is a different film."
True,False,"Fear the Walking Dead is an American post-apocalyptic horror drama television series created by Robert Kirkman and Dave Erickson, that premiered on AMC on August 23, 2015. It is a companion series and prequel to The Walking Dead, which is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",is fear the walking dead based on the comics,"Fear The Walking Dead is a prequel to The Walking Dead, which is based on a comic book series, but Fear The Walking Dead itself is not based on the comics."
True,True,"Prince Namor of Atlantis attempts to recruit T'Challa for the Cabal, a secret council of supervillains run by Doctor Doom. He rejects the offer but is attacked by the various members, and is left in a comatose state. Queen Ororo nominates Shuri as his successor, and she successfully completes the various trials, granting herself access to the heart-shaped herb. However, when she consumes the herb, the Wakandan Panther God does not imbue her with the powers of the Black Panther, instead rejecting her due to her lifelong jealousy of her brother's mantle and her arrogance in its presence. When the powerful villain Morlun threatens to annihilate Wakanda entirely, Shuri takes on the Black Panther identity and outfit anyway, and manages to both save Wakanda and resurrect her comatose brother. Through her humble act of self-sacrifice she earns the mantle of the Black Panther, and the Panther God grants her its accompanying powers.",has there ever been a female black panther,"The facts indicate that Shuri takes on the identity of Black Panther and that there is also an unknown woman who earns the title of Black Panther, implying that there have been female Black Panthers."
True,True,"The Bingham Canyon Mine, more commonly known as Kennecott Copper Mine, is an open-pit mining operation extracting a large porphyry copper deposit southwest of Salt Lake City, Utah, in the Oquirrh Mountains. The mine is the largest man-made excavation in the world.",can you see kennecott copper mine from space,"The claim states that you can see the Kennecott Copper Mine from space, and the facts indicate that it is the largest man-made excavation, which supports the idea that it is visible from space."
True,True,"No person except a natural born Citizen, or a Citizen of the United States, at the time of the Adoption of this Constitution, shall be eligible to the Office of President; neither shall any person be eligible to that Office who shall not have attained to the Age of thirty-five Years, and been fourteen Years a Resident within the United States.",is there an age limit on being president,"The facts state that a person must be at least thirty-five years old to be eligible for the office of President, which establishes an age limit."
False,False,There's a sequel of Spectre is on developing which is expected to release in November 2019. Daniel Craig is returning as James Bond for the fifth time. It will be 25th James Bond film.,is spectre the last daniel craig bond film,"The claim that 'Spectre' is the last Daniel Craig Bond film is false because there is a sequel to 'Spectre' in development, and Daniel Craig is confirmed to return as James Bond for that sequel."
True,True,"The CN Tower held the record for the world's tallest free-standing structure for 32 years until 2007 and was the world's tallest tower until 2009 being overtaken by Burj Khalifa and Canton Tower, respectively. It is now the ninth tallest free-standing structure in the world and remains the tallest free-standing structure in the Western Hemisphere. In 1995, the CN Tower was declared one of the modern Seven Wonders of the World by the American Society of Civil Engineers. It also belongs to the World Federation of Great Towers.",is the cn tower the tallest building in toronto,"The CN Tower is the tallest structure in Toronto, as it held the record for the world's tallest free-standing structure until it was overtaken by other towers, but it remains the tallest building in Toronto."
True,True,"21st Century Fox's assets include the Fox Entertainment Group--owners of the 20th Century Fox film studio (the company's partial namesake), Fox television network and Fox News channel, and a majority stake in National Geographic Partners--the commercial media arm of the National Geographic Society, among other assets. It also has significant foreign operations, including the pan-Asian pay channel operator Star TV, as well as an approximately 39% stake in Sky plc--a European operator of satellite television providers and pay channels in Austria, Germany, Italy, Ireland, and the United Kingdom.",is fox and 21st century fox the same,"The claim states that 'fox' and '21st century fox' are the same, and the facts indicate that 21st Century Fox includes assets from Fox Entertainment Group, which suggests that they are related and can be considered the same entity in this context."
False,False,"Any visitor who holds a valid, multiple entry and previously used visa issued by a Schengen area country, United States, or the United Kingdom can enter Albania without a visa for 90 days. Visa must have been used at least once before arrival to Albania. The visa exemption also applies to valid Green Card holders, holders of resident permits issued by a Schengen country, or holders of refugee and stateless travel documents issued by an EU or EFTA member state.",do uk citizens need a visa for albania,"The facts indicate that a visitor with a valid multiple entry visa from the United Kingdom can enter Albania, suggesting that UK citizens do not need a separate visa to enter Albania."
True,True,"Pennsylvania is an alcoholic beverage control state. Spirits are to be sold only in the state owned Fine Wine and Good Spirits stores, which also sell wine, but not beer. Prices are generally the same throughout the state, but state stores may offer special discounts and sales, and county sales tax may cause the price to differ slightly. People under the age of 21 are allowed to enter Fine Wine and Good Spirits stores, contrary to popular belief, but only if accompanied by a parent or guardian. Monday through Saturday, a store may open as early as 9 am and close as late as 10 pm. On Sunday, many stores sell liquor from 11 am until 7 pm.",can you buy wine on sunday in pennsylvania,"The facts indicate that Fine Wine and Good Spirits Stores, which sell wine, are open on Sundays."
False,True,"Although not identical, the 7.62×51mm NATO and the commercial .308 Winchester cartridges are similar enough that they can be loaded into rifles chambered for the other round, but the Winchester .308 cartridges are typically loaded to higher pressures than 7.62×51mm NATO cartridges. Even though the Sporting Arms and Ammunition Manufacturers' Institute (SAAMI) does not consider it unsafe to fire the commercial round in weapons chambered for the NATO round, there is significant discussion about compatible chamber and muzzle pressures between the two cartridges based on powder loads and wall thicknesses on the military vs. commercial rounds. While the debate goes both ways, the ATF recommends checking the stamping on the barrel; if unsure, one can consult the maker of the firearm.",is 7.62 nato the same as 308 win,"7.62 NATO and .308 Winchester are similar cartridges, and the facts indicate that they are compatible, although there are differences in pressure and loading."
True,True,"Gram-negative bacteria are bacteria that do not retain the crystal violet stain used in the gram-staining method of bacterial differentiation. They are characterized by their cell envelopes, which are composed of a thin peptidoglycan cell wall sandwiched between an inner cytoplasmic cell membrane and a bacterial outer membrane.",do gram negative bacteria have a cell wall,"The facts indicate that Gram-negative bacteria have a cell envelope characterized by a peptidoglycan cell wall, which is sandwiched between the cytoplasmic cell membrane and the bacterial outer membrane."
True,True,"Ephron's screenplay is adapted from two books: My Life in France, Child's autobiography written with Alex Prud'homme, and a memoir by Powell, Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen (later retitled Julie & Julia: My Year of Cooking Dangerously). Both of these books were written and published in the same time frame (2004--06). Powell's book was based on her blog The Julie/Julia Project, where she had started documenting online her daily experiences cooking each of the 524 recipes in Child's Mastering the Art of French Cooking. The film is the first major motion picture based on a blog.",was julie and julia based on a true story,"The claim that 'Julie and Julia' was based on a true story is true, as it is adapted from real-life experiences documented in various autobiographies and memoirs, including 'My Life in France' by Julia Child and 'Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen' by Julie Powell."
False,False,"Titan is the only moon in the solar system to have a thick atmosphere. Images from the Huygens probe show that the Titanean sky is a light tangerine color. However, an astronaut standing on the surface of Titan would see a hazy brownish/dark orange color. As a consequence of its greater distance from the Sun and the opacity of its atmosphere, the surface of Titan receives only about ​⁄ of the sunlight Earth does -- daytime on Titan is thus only as bright as twilight on the Earth. It seems likely that Saturn is permanently invisible behind orange smog, and even the Sun would only be a lighter patch in the haze, barely illuminating the surface of ice and methane lakes. However, in the upper atmosphere, the sky would have a blue color and Saturn would be visible. With its thick atmosphere and methane rain, Titan is the only celestial body other than Earth upon which rainbows could form. However, given the extreme opacity of the atmosphere in visible light, the vast majority would be in the infrared.",can you see saturn from the surface of titan,"Saturn is permanently invisible behind orange smog on Titan, making it impossible to see from the surface."
False,True,"A table of contents usually includes the titles or descriptions of the first-level headers, such as chapter titles in longer works, and often includes second-level or section titles (A-heads) within the chapters as well, and occasionally even third-level titles (subsections or B-heads). The depth of detail in tables of contents depends on the length of the work, with longer works having less. Formal reports (ten or more pages and being too long to put into a memo or letter) also have a table of contents. Within an English-language book, the table of contents usually appears after the title page, copyright notices, and, in technical journals, the abstract; and before any lists of tables or figures, the foreword, and the preface.",does a preface come before a table of contents,"The facts state that the Table of Contents appears before the Preface, indicating that the Preface comes after the Table of Contents."
True,True,"The Isle of Wight (/waɪt/; also referred to informally as IoW or The Island) is a county and the largest and second-most populous island in England. It is in the English Channel, about 2 miles (3.2 km) off the coast of Hampshire, separated by the Solent. The island has resorts that have been holiday destinations since Victorian times, and is known for its mild climate, coastal scenery, and verdant landscape of fields, downland and chines.",is the isle of wight part of england,"The facts state that the Isle of Wight is a county of England, which confirms that it is part of England."
True,True,"The Law School Admission Test (LSAT) is a half-day standardized test administered 4 times each year (6 starting in 2018-2019) at designated testing centers throughout the world. Administered by the Law School Admission Council (LSAC) for prospective law school candidates, the LSAT is designed to assess reading comprehension, logical, and verbal reasoning proficiency. The test is an integral part of the law school admission process in the United States, Canada (common law programs only), the University of Melbourne, Australia, and a growing number of other countries.",is there a test to get into law school,"The claim is true because the facts indicate that there is a standardized test, specifically the Law School Admission Test (LSAT), which is part of the law school admission process."
True,True,"In industrial process engineering, mixing is a unit operation that involves manipulation of a heterogeneous physical system with the intent to make it more homogeneous. Familiar examples include pumping of the water in a swimming pool to homogenize the water temperature, and the stirring of pancake batter to eliminate lumps (deagglomeration). Mixing is performed to allow heat and/or mass transfer to occur between one or more streams, components or phases. Modern industrial processing almost always involves some form of mixing. Some classes of chemical reactors are also mixers. With the right equipment, it is possible to mix a solid, liquid or gas into another solid, liquid or gas. A biofuel fermenter may require the mixing of microbes, gases and liquid medium for optimal yield; organic nitration requires concentrated (liquid) nitric and sulfuric acids to be mixed with a hydrophobic organic phase; production of pharmaceutical tablets requires blending of solid powders. The opposite of mixing is segregation. A classical example of segregation is the brazil nut effect.",can a gas mix into a liquid explain,"The facts state that gas can be mixed with liquid, which supports the claim that a gas can mix into a liquid."
True,True,"The song has been played at Fenway Park, home of Major League Baseball's Boston Red Sox, since at least 1997, and in the middle of the eighth inning at every game since 2002. On opening night of the 2010 season at Fenway Park, the song was performed by Diamond himself. ``Sweet Caroline'' was played at Penn State Nittany Lions football games at Beaver Stadium until August 2012, halting after the Penn State child sex abuse scandal. Performances at Beaver Stadium resumed in September 2013, however. The song is played at the start of the fourth quarter of Pittsburgh Panthers Football games at Heinz Field. In response, West Virginia University students and fans will yell ``eat shit, Pitt'' during the refrain if heard played. It is also an unofficial song of the University of North Carolina at Chapel Hill, being played at athletic events and pep rallies.",do they sing sweet caroline at every red sox game,"The facts state that the song is played at every game at Fenway Park since 2002, and Fenway Park is the home of the Boston Red Sox."
True,True,"``God Save the Queen'' (alternatively ``God Save the King'', depending on the gender of the reigning monarch) is the national or royal anthem in a number of Commonwealth realms, their territories, and the British Crown dependencies. The author of the tune is unknown, and it may originate in plainchant; but an attribution to the composer John Bull is sometimes made.",does god save the queen change when there is a king,The claim is true because the national anthem 'God Save the Queen' changes to 'God Save the King' when there is a king.
True,False,"Avengers: Infinity War held its world premiere on April 23, 2018 in Los Angeles and was released in the United States on April 27, 2018, in 2D, Real D 3D, IMAX and IMAX 3D. The film received praise for the performances of the cast (particularly Brolin's) and the emotional weight of the story, as well as the visual effects and action sequences. It became the fourth film and the first superhero film to gross over $2 billion worldwide, breaking numerous records and becoming the highest-grossing film of 2018 to date. The currently untitled sequel is set to be released on May 3, 2019.",is the going to be another avengers infinity war,The facts provided do not indicate that there will be another 'Avengers: Infinity War' film. They only mention the release and success of the original film and its sequel.
True,True,"Jurassic World is a 2015 American science fiction adventure film and the fourth installment of the Jurassic Park series, as well as the first film in a planned Jurassic World trilogy. The film was directed and co-written by Colin Trevorrow, produced by Frank Marshall and Patrick Crowley, and stars Chris Pratt and Bryce Dallas Howard. The production companies were Steven Spielberg's Amblin Entertainment, also responsible for the rest of the Jurassic Park franchise, and Thomas Tull's Legendary Pictures. Set 22 years after the events of Jurassic Park, Jurassic World takes place on the same fictional Central American island of Isla Nublar, off the Pacific coast of Costa Rica, where a theme park populated with cloned dinosaurs has operated for ten years. The park plunges into chaos when a genetically created dinosaur breaks loose and goes on a rampage across the island.",is jurassic world set on the same island,"Jurassic World is set on Isla Nublar, which is the same island featured in the original Jurassic Park film."
False,False,"By March 2015, after not playing any matches, India reached their lowest FIFA ranking position of 173. A couple months prior, Stephen Constantine was re-hired as the head coach after first leading India more than a decade before. Constantine's first major assignment back as the India head coach were the 2018 FIFA World Cup qualifiers. After making it through the first round of qualifiers, India crashed out during the second round, losing seven of their eight matches and thus, once again, failed to qualify for the World Cup.",is india qualified in fifa world cup 2018,India failed to qualify for the FIFA World Cup 2018.
False,False,"Dead by Daylight is an asymmetric survival horror game developed by Behaviour Interactive and published by Starbreeze Studios. Dead by Daylight was released on the Microsoft Windows operating system in June 2016, and released on the PlayStation 4 and Xbox One home consoles in June 2017. The game is played exclusively as a one versus four (1 v. 4) online multiplayer where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught, tortured, and killed.",is there a campaign in dead by daylight,"The provided facts do not mention any specific campaign mode in Dead by Daylight; it describes the gameplay as one versus four, focusing on the roles of the killer and survivors."
False,False,"In mathematics, a semiprime is a natural number that is the product of two prime numbers. The two primes in the product may equal each other, so the semiprimes include the squares of prime numbers. Because there are infinitely many prime numbers, there are also infinitely many semiprimes. Semiprimes are also called biprimes.",can the product of two prime numbers be a prime number,"The product of two prime numbers is defined as a semiprime, which is not a prime number itself unless the two primes are the same (in which case it is a square of a prime). Therefore, the product of two distinct prime numbers cannot be a prime number."
True,True,"Jigsaw is a 2017 American horror film directed by Michael and Peter Spierig, written by Josh Stolberg and Peter Goldfinger, and starring Matt Passmore, Callum Keith Rennie, Clé Bennett, and Hannah Emily Anderson. It is the eighth installment in the Saw franchise, picking up over a decade after the death of the eponymous Jigsaw killer, during the police investigation of a new succession of murders that fit his modus operandi. Saw 3D (2010) was originally deemed the final installment of the series, before Lionsgate Films commissioned the production of Jigsaw from a pitch by Stolberg and Goldfinger.",is jigsaw a part of the saw series,"The claim is true because 'Jigsaw' is part of the 'Saw' series, as indicated by the fact that 'Saw8' is an installment of the 'Saw' franchise and 'Jigsaw' is related to the events following the 'Saw' series."
False,False,"Nassau County is immediately east of New York City, within the New York metropolitan area. The county is one of the four counties that occupy Long Island, together with Suffolk County to its immediate east and Queens and Kings counties to the west, which correspond, respectively, to the New York City boroughs of Queens and Brooklyn. Two cities, three towns, 64 incorporated villages, and more than 60 unincorporated hamlets are located within the county. There are 56 public school districts within the county. Post office districts and school districts use the same names as a city, hamlet, or village within them, but each sets the boundaries independently.",is nassau county part of new york city,Nassau County is located east of New York City and is not part of it.
True,False,"Rebuild of Evangelion, known in Japan as Evangelion: New Theatrical Edition (ヱヴァンゲリヲン新劇場版, Evangerion Shin Gekijōban), is a Japanese animated film series and a reboot of the original Neon Genesis Evangelion anime television series, produced by Studio Khara. Hideaki Anno served as the writer and general manager of the project, with Kazuya Tsurumaki and Masayuki directing the films themselves. Yoshiyuki Sadamoto, Ikuto Yamashita and Shirō Sagisu returned to provide character designs, mechanical designs and music respectively.",are the evangelion movies the same as the anime,"The Rebuild of Evangelion is a reboot of the original Neon Genesis Evangelion anime, indicating that while they are related, they are not the same."
False,False,"Beginning in late April to early May, nymphs hatch from their egg cases. A nymph passes through several immature stages. In the first stage it is wingless and looks black with white spots. It then grows red patches in addition to the white spots. Next, it has red wing pads and a red upper body, before assuming the adult look of black head and grayish wings with black spots. Nymphs cannot fly, so they hop or crawl to search for plants to feed on. Young nymphs appear to have a wider host range early on, which narrows as they grow older. As early as July, adults can be seen. In the fall, adults mate and lay eggs from late September through the onset of winter. In their native Indomalayan habitat they will lay their eggs preferably on the Tree of Heaven (Ailanthus altissima), which is an introduced invasive tree with toxic metabolites. This host choice is thought to have evolved as mechanism of protection from natural enemies. The lanternfly will lay eggs upon any smooth trunked tree, stone or vertical smooth surface, including man made items like vehicles, campers, yard furniture, farm equipment or other items stored outside. The egg masses contain 30-50 eggs, covered in a yellowish brown waxy deposit, the egg case. The lanternfly's life expectancy, is one year.",do spotted lantern flies die in the winter,"The facts indicate that adults lay eggs in winter, suggesting that they do not die in winter but rather continue their life cycle by laying eggs."
True,True,"William John Masterton (August 13, 1938 -- January 15, 1968) was a Canadian--American professional ice hockey centre who played in the National Hockey League (NHL) for the Minnesota North Stars in 1967--68. He is the only player in NHL history to die as a direct result of injuries suffered during a game, the result of massive head injuries suffered following a hit during a January 13, 1968, contest against the Oakland Seals.",has there ever been a death in the nhl,The claim is true because William John Masterton is recorded as the only player in NHL history to have died as a direct result of injuries sustained during a game.
False,False,"Silver Spring is a city located inside the Capital Beltway in Montgomery County, Maryland, United States. It had a population of 76,716 according to 2013 estimates by the United States Census Bureau, making it the fourth most populous place in Maryland, after Baltimore, Columbia, and Germantown, and the second largest in Montgomery County after Germantown. Inner Silver Spring consists of the following neighborhoods: Downtown Silver Spring, East Silver Spring, Woodside, North Woodside, Woodside Park, North Hills Sligo Park, Long Branch, Montgomery Knolls, Franklin Knolls, Indian Spring Terrace, Indian Spring Village, Clifton Park Village, New Hampshire Estates, Oakview, and Woodmoor. Outer Silver Spring consist of the following neighborhoods: Four Corners, Wheaton, Glenmont, Forest Glen, Aspen Hill, Hillandale, White Oak, Colesville, Colesville Park, Cloverly, Calverton, Briggs Chaney, Greencastle, Northwood Park, Sunset Terrace, Fairland, Lyttonsville, and Kemp Mill.",is silver spring in prince george's county,"Silver Spring is located in Montgomery County, not Prince George's County."
True,True,"McCormick Place station is a commuter rail station in Chicago underneath McCormick Place, Chicago's main convention center, that serves the Metra Electric Line north to the Millennium Station and south to University Park, Blue Island, and South Chicago; and the South Shore Line to Gary and South Bend, Indiana.",does the south shore train stop at mccormick place,"The facts state that McCormick Place Station serves the South Shore Line, which indicates that the South Shore train does stop at McCormick Place."
True,True,"In the common law of torts, res ipsa loquitur (Latin for ``the thing speaks for itself'') is a doctrine that infers negligence from the very nature of an accident or injury in the absence of direct evidence on how any defendant behaved. Although modern formulations differ by jurisdiction, common law originally stated that the accident must satisfy the necessary elements of negligence: duty, breach of duty, causation, and injury. In res ipsa loquitur, the elements of duty of care, breach and causation are inferred from an injury that does not ordinarily occur without negligence",res ipsa loquitur means the thing speaks for itself and is related to causation,"The claim accurately states that 'res ipsa loquitur' means 'the thing speaks for itself' and is related to causation, as the facts confirm that it infers negligence and involves elements of causation."
False,False,"Following consecutive losses to Mexico and Costa Rica in the opening games of the final round of qualification for the 2018 FIFA World Cup, Klinsmann was removed as national team coach and technical director and replaced by previous U.S. manager Bruce Arena. World Cup qualification resumed on March 24, 2017, where Arena and his team had a record 6--0 win over Honduras. Four days later, the team traveled to Panama City, drawing Panama 1--1. After beating Trinidad and Tobago 2--0, the U.S. got their third ever result in World Cup Qualification at the Estadio Azteca when they drew 1--1 against Mexico. In July 2017, the U.S. won their sixth CONCACAF Gold Cup with a 2--1 win over Jamaica in the final. Following an agonizing 2--1 defeat to Trinidad and Tobago on October 10, 2017, the U.S. failed to qualify for the 2018 World Cup, missing the tournament for the first time since 1986. On October 13, 2017, Arena resigned. Many pundits and analysts called this the worst result and worst performance in the history of the national team.",does the us have a soccer team in the world cup,"The facts state that the team failed to qualify for the 2018 World Cup, indicating that the US does not have a soccer team in the World Cup."
True,True,"The Tasman Sea features a number of mid-sea island groups, quite apart from coastal islands located near the Australian and New Zealand mainlands:",are there any islands between australia and new zealand,"The claim is supported by the fact that the Tasman Sea features Mid Sea Island Groups, indicating that there are islands located between Australia and New Zealand."
True,True,"In December of 2017, the Seven network announced the show has been renewed for a fourth season.",is there going to be a series 4 of 800 words,"The facts state that ShowRenewal was announced for a fourth season, indicating that there will indeed be a series 4 of 800 Words."
False,False,"SQRRR or SQ3R is a reading comprehension method named for its five steps: survey, question, read, recite, and review. The method was introduced by Francis P. Robinson, an American education philosopher in his 1946 book Effective Study.",in sq3r the 3 r's are in order review read recite,"The correct order of the 3 R's in SQRRR is Recite, Review, and then Read, not Review, Read, Recite."
False,False,"James Harris (born May 28, 1950) is an American retired professional wrestler and author. For most of his career, Harris wrestled under the ring name Kamala, using a ``wild savage'' gimmick.",is kamala in the wwe hall of fame,"The claim states that Kamala is in the WWE Hall of Fame, but the provided facts do not mention anything about Kamala's induction into the Hall of Fame."
True,True,"Instituted by Coach Tressel in 2001, at the conclusion of all home games the coaches, players and cheerleaders gather in the south end zone next to the marching band to sing the university's alma mater, Carmen Ohio, to the student section.",does ohio state football sing after every game,"The facts state that coaches, players, and cheerleaders all gather at the South End Zone to sing 'Carmen Ohio' after every game."
True,True,"The Last Wish (Polish: Ostatnie życzenie) is the first (in its fictional chronology; published second in original Polish) of the two collections of short stories (the other being The Sword of Destiny) preceding the main Witcher Saga, written by Polish fantasy writer Andrzej Sapkowski. The first Polish edition was published in 1993, the first English edition was first published in 2007. The book has also been translated into several other languages.",is the last wish the first witcher book,"The claim states that 'The Last Wish' is the first Witcher book, and the provided facts confirm that 'The Last Wish' is first in the chronology of the Witcher saga."
False,False,"Double jeopardy is a procedural defence that prevents an accused person from being tried again on the same (or similar) charges and on the same facts, following a valid acquittal or conviction. As described by the U.S. Supreme Court in its unanimous decision one of its earliest cases dealing with double jeopardy, ``the prohibition is not against being twice punished, but against being twice put in jeopardy; and the accused, whether convicted or acquitted, is equally put in jeopardy at the first trial.''",can you go to court for the same thing twice,"Double Jeopardy prevents an accused person from being tried again on the same charges, similar charges, or the same facts after a valid acquittal or conviction."
True,True,"Citizen suits come in three forms. First, a private citizen can bring a lawsuit against a citizen, corporation, or government body for engaging in conduct prohibited by the statute. For example, a citizen can sue a corporation under the Clean Water Act (CWA) for illegally polluting a waterway. Second, a private citizen can bring a lawsuit against a government body for failing to perform a non-discretionary duty. For example, a private citizen could sue the Environmental Protection Agency for failing to promulgate regulations that the CWA required it to promulgate. In a third, less common form, citizens may sue for an injunction to abate a potential imminent and substantial endangerment involving generation, disposal or handling of waste, regardless of whether or not the defendant's conduct violates a statutory prohibition. This third type of citizen suit is analogous to the common law tort of public nuisance. In general, the law entitles plaintiffs who bring successful citizen suits to recover reasonable attorney fees and other litigation costs.",can a private citizen sue the federal government,"The facts state that a PrivateCitizen can bring a lawsuit against a GovernmentBody, which includes the federal government."
True,True,"Ronaldo played for Brazil in 98 matches, scoring 62 goals, and is the second-highest goalscorer for his national team, trailing only Pelé. At age 17, Ronaldo was the youngest member of the Brazilian squad that won the 1994 FIFA World Cup. At the 1998 World Cup, he received the Golden Ball for player of the tournament in helping Brazil reach the final where he suffered a convulsive fit hours before the defeat to France. He won a second World Cup in 2002 where he starred in a front three with Ronaldinho and Rivaldo. Ronaldo scored twice in the final, and received the Golden Boot as tournament's top goalscorer. During the 2006 FIFA World Cup, Ronaldo scored his 15th World Cup goal, which was a World Cup record at the time.",was there a ronaldo that played for brazil,"The facts state that Ronaldo played for Brazil and is a member of the Brazilian squad, confirming that there was a Ronaldo who played for Brazil."
False,False,"The turtle's shell is covered in scutes that are made of keratin. The individual scutes as shown above have specific names and are generally consistent across the various species of turtles. Terrestrial tortoises do not shed their scutes. New scutes grow by the addition of keratin layers to the base of each scute. Aquatic chelonii shed individual scutes. The scute effectively forms the skin over the underlying bony structures; there is a very thin layer of subcutaneous tissue between the scute and the skeleton. The scutes can be brightly colored in some species, but the basal color is a grey to dark brown color dorsally; the plastral scutes are often white to yellow in base color. A turtle's shell consists of three rows of scutes, numbering 4, 9, and 25 from the inside out. These are the squares of the first three prime numbers, viz. 2, 3, and 5. Moustakas-Verho and Cherepanov's embryological study reveals that the patterning of the plastral scutes appear independent from the patterning of carapacial scutes, suggesting that the carapace and plastron evolved separately.",does a turtle grow out of its shell,"The facts indicate that a turtle's shell is made of scutes, which grow by adding keratin layers rather than the turtle growing out of its shell. Therefore, the claim is false."
